ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,YouTube Views,YouTube Likes,TikTok Likes,TikTok Views,Apple Music Playlist Count,AirPlay Spins,Shazam Counts,Explicit Track,Spotify_pop_category,Release year,Clean_track,Clean_album,Clean_artist
QM24S2402528,1.0,725.4,390470936.0,30716.0,196631588.0,84274754.0,1713126.0,651565900.0,5332281936.0,210.0,40975.0,2669262.0,0.0,Hot track,2024,MILLION DOLLAR BABY,Million Dollar Baby - Single,Tommy Richman
USUG12400910,2.0,545.9,323703884.0,28113.0,174597137.0,116347040.0,3486739.0,35223547.0,208339025.0,188.0,40778.0,1118279.0,1.0,Hot track,2024,Not Like Us,Not Like Us,Kendrick Lamar
QZJ842400387,3.0,538.4,601309283.0,54331.0,211607669.0,122599116.0,2228730.0,275154237.0,3369120610.0,190.0,74333.0,5285340.0,0.0,Hot track,2024,i like the way you kiss me,I like the way you kiss me,Artemas
USSM12209777,4.0,444.9,2031280633.0,269802.0,136569078.0,1096100899.0,10629796.0,1078757968.0,14603725994.0,394.0,1474799.0,11822942.0,0.0,Hot track,2023,Flowers,Flowers - Single,Miley Cyrus
USUG12403398,5.0,423.3,107034922.0,7223.0,151469874.0,77373957.0,3670188.0,23687262.5,223409281.9,182.0,12185.0,457017.0,1.0,Hot track,2024,Houdini,Houdini,Eminem
USAT22311371,6.0,410.1,670665438.0,105892.0,175421034.0,131148091.0,1392593.0,214943489.0,2938686633.0,138.0,522042.0,4517131.0,1.0,Hot track,2023,Lovin On Me,Lovin On Me,Jack Harlow
USWB12307016,7.0,407.2,900158751.0,73118.0,201585714.0,308723145.0,4120760.0,29584940.0,534915313.0,280.0,383478.0,9990302.0,0.0,Hot track,2024,Beautiful Things,Beautiful Things,Benson Boone
QZL382406049,8.0,375.8,675079153.0,40094.0,211236940.0,228382568.0,1439495.0,338546668.0,3804584163.0,160.0,17221.0,6063523.0,1.0,Hot track,2024,Gata Only,Gata Only,FloyyMenor
TCJPA2463708,9.0,355.7,1653018119.0,1.0,15.0,402784101.12144524,2930658.9799206164,276264106.0,2650901670.5,174.13519669888512,174899.6,7280024.147293323,1.0,Hot track,2024,Danza Kuduro - Cover,-  -,MUSIC LAB JPN
USSM12404354,10.0,330.6,90676573.0,10400.0,184199419.0,32735244.0,988682.0,121574500.0,974656200.0,191.0,3823.0,666302.0,1.0,Hot track,2024,BAND4BAND,BAND4BAND,Central Cee
USUM72404990,11.0,322.1,250080413.0,16219.0,168766158.0,32229063.0,550191.0,184500.0,2100000.0,157.0,62312.0,963413.0,1.0,Hot track,2024,I Had Some Help,I Had Some Help,Post Malone
USWB12402486,12.0,320.2,111155129.0,2.0,263767.0,402784101.12144524,2930658.9799206164,11863892.1,180259712.5,18.67634593622919,32434.0,1174425.2923487294,1.0,Hot track,2024,The Door,The Door,Teddy Swims
USUM72401991,13.0,316.3,221636195.0,13800.0,197280692.0,40022524.0,1307290.0,45889000.0,360017000.0,244.0,41344.0,450344.0,0.0,Hot track,2024,LUNCH,HIT ME HARD AND SOFT,Billie Eilish
USSM12402041,14.0,308.2,355186436.0,43025.0,108168634.0,98081493.0,1456177.0,28850123.6,395088198.8,153.0,90237.0,1963314.0,1.0,Hot track,2024,Like That,WE DON'T TRUST YOU,Future
NLC242100307,15.0,301.6,297185.0,277.0,24445.0,6736502312.0,16785489.0,1088.0,22234.0,1.0,1057.0,3288.0,0.0,Least popular,2022,bathroom floor,bathroom floor,Kids With Buns
USWL12300002,16.0,299.9,925655569.0,103605.0,79944921.0,934302031.0,4294166.0,521725116.0,7499234052.0,94.0,92231.0,2765808.0,1.0,Hot track,2023,LALA,LALA - Single,Myke Towers
USUG12401028,17.0,297.6,395433400.0,12784.0,177932568.0,104673836.0,2484083.0,25348800.0,207317000.0,221.0,129968.0,1210029.0,0.0,Hot track,2024,Fortnight,THE TORTURED POETS DEPARTMENT,Taylor Swift
USRC12301932,18.0,293.7,1258569694.0,105218.0,198845580.0,141646818.0,1514837.0,419319161.0,5456156211.0,207.0,667329.0,6973652.0,1.0,Hot track,2023,greedy,greedy,Tate McRae
USUM72401996,19.0,292.6,91272461.0,6499.0,52287548.0,16038053.0,569377.0,119740900.0,1225345800.0,76.0,181.0,257661.0,0.0,Hot track,2024,BLUE,HIT ME HARD AND SOFT,Billie Eilish
USSM12200612,20.0,292.0,3301814535.0,407119.0,169783402.0,800899315.0,9101589.0,1633970617.0,15405881843.0,455.0,1777811.0,14967379.0,0.0,Hot track,2022,As It Was,As It Was,Harry Styles
USRC12300907,21.0,290.5,1065399331.0,170890.0,121712197.0,240970670.0,2749668.0,652428798.0,7095564106.0,158.0,400899.0,7559816.0,1.0,Hot track,2023,Paint The Town Red,Paint The Town Red,Doja Cat
USUM72403305,22.0,281.5,547882871.0,24425.0,262343414.0,107550212.0,1825761.0,169144295.0,1379499000.0,298.0,37208.0,1373085.0,1.0,Hot track,2024,Espresso,Espresso,Sabrina Carpenter
TCJPA2445163,23.0,279.0,1655575417.0,10.0,655.0,402784101.12144524,2930658.9799206164,271389825.8,2590206603.1,174.39303712356366,169764.8,7290150.751175653,1.0,Hot track,2024,Danza Kuduro - Cover,CLUB DE YOKUKIKU YOUGAKU MEDLEY,MUSIC LAB JPN
USSM12401302,24.0,278.9,426700979.0,34044.0,152928632.0,35724356.0,437980.0,485200392.0,6518604175.0,159.0,309497.0,2100708.0,1.0,Hot track,2024,TEXAS HOLD 'EM,TEXAS HOLD 'EM,Beyonc
RUA1H2415548,25.0,277.5,447406866.9237458,1.0,2.0,402784101.12144524,2930658.9799206164,273236305.0,4306269694.0,52.57903967983562,47210.7,2505943.2283492247,0.0,Hot track,2024,Future,Future,official sound studio
BXWEH2200054,26.0,268.1,7382759.0,3504.0,661084.0,4233958.0,69990.0,1636811753.0,22918660728.0,1.0,8123.6,633525.0,0.0,Least popular,2022,Beat Automotivo Tan Tan Tan Viral,Beat Automotivo Tan Tan Tan Viral,WZ Beat
USSM12103949,27.0,266.3,3107100349.0,451732.0,134793519.0,1256973582.0,14661425.0,2246991336.0,23712377029.0,513.0,1510151.0,20588835.738696884,1.0,Hot track,2021,STAY,STAY,The Kid LAROI
KRE671700001,28.0,265.7,720822868.0,60945.0,7530769.0,16322756555.0,48757673.0,281762094.0,6577639193.0,33.0,284.0,2064420.0,0.0,Hot track,2015,Baby Shark,Un Verano Sin Ti,Pinkfong
USUM72317276,29.0,262.8,591068364.0,26203.0,197494995.0,156882014.0,3080503.0,118465971.2,1357433507.1,194.0,200230.0,1579980.0,0.0,Hot track,2024,we can't be friends,eternal sunshine,Ariana Grande
USWB12400678,30.0,256.0,1003215671.0,128.0,485454.0,402784101.12144524,2930658.9799206164,146939472.8,1408513898.9,108.61864792379554,116338.1,4474248.0,1.0,Hot track,2024,Numb / Encore,Papercuts,JAY-Z
TCJPA2406007,31.0,249.8,1645079292.0,59397.50949646643,23351766.968625717,402784101.12144524,2930658.9799206164,275329741.8,2622773396.0,173.33476181600133,193317.6,7248587.311883711,1.0,Hot track,2024,Danza Kuduro - Cover,Un Verano Sin Ti,LOVE BGM JPN
KRA402400016,32.0,237.5,124893397.0,3479.0,25936342.0,359896095.0,4907193.0,48327004.0,390081328.0,36.0,2188.0,191867.0,0.0,Hot track,2024,SHEESH,BABYMONS7ER,BABYMONSTER
USSM12305126,33.0,234.6,670376179.0,98450.0,150471020.0,265180930.0,2566846.0,369150956.0,3932956380.0,225.0,486952.0,6447136.0,0.0,Hot track,2023,Water,Water,Tyla
USWB12305048,34.0,233.5,750154960.0,139141.0,103879363.0,118208096.0,1495758.0,196985853.0,2231749390.0,163.0,378114.0,7477917.0,0.0,Hot track,2023,Strangers,Strangers,Kenya Grace
USSM12401865,35.0,231.6,532012790.0,23557.0,67488850.0,62123098.0,923733.0,82910256.4,655225103.8,221.0,151990.0,9120624.974899763,0.0,Hot track,2024,Too Sweet,Unreal Unearth: Unheard,Hozier
GBAYE2300351,36.0,230.0,479417905.0,7.0,1519.0,402784101.12144524,2930658.9799206164,68614458.2,1015501443.4,55.80656328169216,43847.0,3692067.0,0.0,Hot track,2024,What's Love Got to Do with It - 2023 Remaster,What's Love Got to Do with It,Tina Turner
USUYG1541249,37.0,226.4,311928522.0,25766.0,180237463.0,62694868.0,837616.0,27811667.0,378313942.0,149.0,89474.3,1707213.0,1.0,Hot track,2024,A Bar Song,A Bar Song,Shaboozey
USWB12302315,38.0,224.1,775135157.0,88239.0,180617454.0,139180960.0,1504385.0,49060857.0,597513595.0,215.0,605841.0,10517831.0,0.0,Hot track,2023,Lose Control,Lose Control,Teddy Swims
USAT22306575,39.0,221.1,759998727.0,188142.0,80392612.0,94699547.0,1222012.0,311252391.0,3281790327.0,123.0,265291.0,3945184.0,1.0,Hot track,2023,fukumean,fukumean,Gunna
QZES71982312,40.0,214.5,3071214106.0,375201.0,64901153.0,3366447481.0,27240268.0,393814740.0,5861939942.0,549.0,573733.0,44842636.0,0.0,Hot track,2019,Dance Monkey,Dance Monkey,Tones And I
USUM72401994,41.0,212.8,214237645.0,10871.0,202626837.0,11033725.0,251373.0,71078500.0,443104700.0,247.0,3400.0,285858.0,0.0,Hot track,2024,BIRDS OF A FEATHER,HIT ME HARD AND SOFT,Billie Eilish
KRA252300672,42.0,211.2,170970614.0,27827.0,5784546.0,22280037.0,334523.0,948225544.0,12196985599.0,2.0,672.0,519466.90205192135,1.0,Least popular,2023,Cupid  Twin Ver.   Spe,Cupid  Twin Ver.   Spe,sped up 8282
UKWLG2200055,43.0,209.6,1658229422.0,262248.0,239957538.0,466080689.0,4324989.0,54258768.0,1051836430.0,285.0,935190.0,10973120.0,1.0,Hot track,2022,I'm Good,I'm Good,David Guetta
QZXDB2300005,44.0,207.0,1126820069.0,177800.0,85255689.0,274070101.0,3701289.0,285329503.0,2578518632.0,163.0,259255.0,8681350.0,0.0,Hot track,2023,Daylight,Daylight,David Kushner
USJ5G2335007,45.0,206.2,997702304.0,105927.0,92834002.0,48093111.0,959175.0,857220853.0,5469808282.0,91.0,36285.0,2682219.0,0.0,Hot track,2023,My Love Mine All Mine,The Land Is Inhospitable and So Are We,Mitski
USUM72404101,46.0,205.7,59314441.0,2572.0,183043096.0,22374807.0,1026097.0,188200.0,1200000.0,199.0,2359.0,47115.0,1.0,Hot track,2024,Please Please Please,Please Please Please,Sabrina Carpenter
GBAHT2301246,47.0,205.1,493627071.0,45300.0,87874006.0,150571504.0,1575378.0,35970610.0,386610043.0,174.0,564640.0,2389957.0,0.0,Hot track,2023,Houdini,Houdini - Single,Dua Lipa
TCJPA2415647,48.0,204.4,1655575417.0,9.0,85.0,402784101.12144524,2930658.9799206164,271389825.8,2590206603.1,174.39303712356366,169764.8,7290150.751175653,1.0,Hot track,2024,Danza Kuduro - Cover,GEKIATU BEST AGE SONG - CLUB SONG,MUSIC LAB JPN
GBUM72300969,49.0,203.6,304929492.0,43923.0,46133083.0,61986821.0,921044.0,390207653.0,5684815935.0,78.0,92638.0,2227494.0,1.0,Well-known,2023,If We Ever Broke Up,If We Ever Broke Up,Mae Stephens
USUM71607007,50.0,203.5,1747093405.0,178114.0,49464650.0,9537135721.0,61799279.0,78304409.0,1143297071.0,179.0,121234.0,19622551.0,0.0,Hot track,2017,Despacito,Despacito,Luis Fonsi
USUG12402839,51.0,202.1,168434320.0,17168.0,62516401.0,53604746.0,1846535.0,4341164.4,61911042.4,65.0,6408.0,654482.0,1.0,Hot track,2024,euphoria,euphoria,Kendrick Lamar
GX3Q92333626,52.0,200.3,104271.0,249.0,8585.0,2457026781.0,2930658.9799206164,36666.0,393580.0,7.479606100813011,12.0,1881.0,0.0,Least popular,2023,Panda Basi,Panda Basi - EP,Mvua
NGA3B2214021,53.0,198.0,1391688322.0,163876.0,130963116.0,902742581.0,8099187.0,48035.0,2857920.0,316.0,1107265.0,3521951.0,0.0,Hot track,2022,Calm Down,Calm Down,Rema
GBAHS1600463,54.0,195.1,3909458734.0,316378.0,148037882.0,8013997219.0,45770887.0,194420058.0,2320856331.0,465.0,402829.0,1146246.0,0.0,Hot track,2017,Shape of You,Shape of You,Ed Sheeran
EEUM72300001,55.0,194.3,55346.0,42.0,16861.0,2432265978.0,8162101.0,23876674.2,275518805.5,7.474673221352973,53.0,200.0,0.0,Least popular,2023,Mitu,Mitu - Single,Maian
USUG11904206,56.0,194.0,4281468720.0,590392.0,165544011.0,833807130.0,10093211.0,337322563.0,3501177394.0,859.0,1695240.0,28994660.0,0.0,Hot track,2019,Blinding Lights,Blinding Lights,The Weeknd
USUG12208791,57.0,192.3,1337619917.0,228295.0,64806723.0,193982443.0,2023998.0,148085419.0,1268862678.0,152.0,952186.0,6205060.0,1.0,Hot track,2022,Creepin',HEROES & VILLAINS,Metro Boomin
QZNJW2423715,58.0,190.0,447406866.9237458,2.0,41206.0,52480069.0,82092.0,36282225.9,320708775.3,52.57903967983562,24606.2,2505943.2283492247,0.0,Hot track,2024,Dona Felicidade,Dona Felicidade,Patati Patat
TCJPA2420090,59.0,190.0,1655575417.0,1.0,3.0,402784101.12144524,2930658.9799206164,271389825.8,2590206603.1,174.39303712356366,169764.8,7290150.751175653,1.0,Hot track,2024,Danza Kuduro - Cover,YOUGAKU MORIMORI CLUB MEDLEY,MUSIC LAB JPN
GBUM72205415,60.0,189.1,1556275789.0,210583.0,95974138.0,254051906.0,3364206.0,683088623.0,7945975878.0,203.0,718849.0,10192485.0,0.0,Hot track,2022,Unholy,Unholy,Sam Smith
ROCMA2413380,61.0,187.9,447406866.9237458,2.0,135.0,402784101.12144524,2930658.9799206164,274653147.5,3431851467.5,52.57903967983562,33205.6,2505943.2283492247,0.0,Least popular,2024,Stereo Love - Melodic,Stereo Love Deluxe,Edward Maya
RUA1H2406425,62.0,186.5,1384.0,2.0,801.0,222076.0,5430.0,605320683.0,8811416708.0,7.469232484686186,26922.1,734269.3364717398,0.0,Hot track,2023,Very Cute Melody by Marimba Tone,Very Cute Melody by Marimba Tone,mitsu sound
KRA302400090,63.0,186.1,69729033.0,2483.0,21046278.0,111310770.0,1724693.0,61038623.0,393973528.0,40.0,709.0,63283.0,0.0,Hot track,2024,Supernova,Supernova,aespa
QM6MZ2214877,64.0,184.8,1811990630.0,173358.0,67603671.0,1516863120.0,8870768.0,549886060.0,6470937272.0,124.0,77120.0,3393920.0,1.0,Hot track,2022,Me Porto Bonito,Un Verano Sin Ti,Bad Bunny
USCM52400059,65.0,181.4,199929812.0,4.0,98.0,402784101.12144524,2930658.9799206164,91094027.5,790714436.4,1.0,10731.0,480192.20765535586,1.0,Hot track,2024,Back That Azz Up,400 Degreez,JUVENILE
NGA3B2214004,66.0,180.1,584427088.0,182994.0,19203258.0,1141904909.0,8766235.0,856216952.0,18216656774.0,138.0,191634.0,22563407.0,0.0,Well-known,2022,Calm Down,Calm Down,Rema
QZ7XS2400012,67.0,179.6,466887055.0,53842.0,103935623.0,27688666.0,449112.0,86309466.2,1028049934.8,42.0,53333.0,1982000.0,1.0,Hot track,2024,CARNIVAL,CARNIVAL,$
USRC12204584,68.0,177.7,1873746537.0,190202.0,99546318.0,220538045.0,3153793.0,152410048.0,1284413960.0,214.0,655242.0,4873832.0,0.0,Hot track,2022,Kill Bill,SOS,SZA
USUM72307484,69.0,177.6,891720245.0,114560.0,97542546.0,144741616.0,2761964.0,498822693.0,3998086216.0,168.0,275119.0,4476509.0,0.0,Hot track,2023,What Was I Made For?,What Was I Made For?,Billie Eilish
QZA742305720,70.0,176.2,46567.0,252.0,21930.0,2038459981.0,6076902.0,2602482.6,31103031.5,2.0,29.0,903.0,0.0,Least popular,2023,Babba,Black Book ID's: Chapter 5 - EP,Guy Mac
GBUM72000433,71.0,175.0,2996181078.0,486278.0,112416489.0,1272898075.0,14947520.0,513334446.0,5518429969.0,459.0,1414326.0,17848778.0,0.0,Hot track,2020,Heat Waves,Heat Waves,Glass Animals
USWB11201322,72.0,174.8,2045512421.0,97.0,488602.0,402784101.12144524,2930658.9799206164,134674929.9,1360642600.7,213.70856574369947,287021.7,8834256.122770911,0.0,Hot track,2024,In the End,Papercuts,Linkin Park
UYB282301031,73.0,174.3,946941510.0,100130.0,74836321.0,776436101.0,12951756.0,797017650.0,11936401096.0,110.0,165670.0,2237762.0,0.0,Hot track,2023,"Shakira: Bzrp Music Sessions, Vol. 53","Shakira: Bzrp Music Sessions, Vol. 53",Bizarrap
UKACT2330463,74.0,173.6,7909.0,38.0,15023.0,1999374091.0,5708577.0,2602482.6,31103031.5,7.469890369989748,59.0,1412.0,0.0,Least popular,2023,The Way We Move - Extended Mix,The Way We Move,PowerDress
USSM11901941,75.0,170.3,1010494713.0,127393.0,18652312.0,3203314695.0,41487213.0,187301054.0,1981431049.0,63.0,49780.0,8856633.0,0.0,Well-known,2019,Old Town Road,Old Town Road,Lil Nas X
QM6N22311285,76.0,170.2,1008495696.0,99381.0,57394938.0,878892413.0,4425283.0,127651887.0,1669065906.0,101.0,73481.0,2283747.0,0.0,Hot track,2023,un x100to,un x100to,Grupo Frontera
NZAM02001128,77.0,168.9,447406866.9237458,10230.0,1142937.0,12489728.0,339414.0,919945708.0,12221514692.0,52.57903967983562,78242.1,2505943.2283492247,0.0,Hot track,2020,Laxed  Sire,Laxed,Jawsh 685
GBUM72305159,78.0,168.1,692512930.0,199828.0,55464762.0,219666692.0,2332307.0,130560533.0,1254944697.0,155.0,42082.0,3093667.0,1.0,Hot track,2023,Sprinter,Sprinter - Single,Dave
USUM72401988,79.0,167.8,169410711.0,11028.0,144854768.0,19402457.0,997411.0,9266715.3,95911800.2,185.0,1008.0,388625.0,0.0,Hot track,2024,CHIHIRO,HIT ME HARD AND SOFT,Billie Eilish
USUM72222541,80.0,167.8,1024381758.0,78554.0,69319589.0,1102289596.0,8953293.0,15048444.0,248168852.0,138.0,149584.0,3488226.0,1.0,Hot track,2023,TQG,TQG,KAROL G
GBAHS1700024,81.0,167.5,2969999682.0,280165.0,116921604.0,6473698897.0,39632673.0,601244764.0,7647479866.0,208.0,263386.0,8610053.94774441,0.0,Hot track,2017,Perfect,Un Verano Sin Ti,Ed Sheeran
USSD12100307,82.0,167.3,1500499584.0,359502.0,125112486.0,1431591689.0,11553088.0,290811371.0,4067248819.0,258.0,240677.0,17210946.0,1.0,Hot track,2021,Pepas,Pepas,Farruko
GBLTF2300027,83.0,167.2,8082.0,63.0,32758.0,2055940513.0,4150967.0,25053380.3,288090466.0,1.0,13.0,442.0,0.0,Hot track,2023,Peekaboo,Glide - Single,Dave Angel
USE7D2300007,84.0,166.5,1215336974.0,129463.0,39814172.0,701880622.0,3831236.0,550073.0,15373104.0,83.0,40153.0,3435177.0,0.0,Hot track,2023,Ella Baila Sola,Ella Baila Sola,Eslabon Armado
USAT22305457,85.0,166.2,860026452.0,74769.0,139913794.0,173044031.0,1640319.0,90924917.0,1227837850.0,7.0,759185.0,3199636.0,0.0,Hot track,2023,Dance The Night - From Barbie The Album,Dance The Night,Dua Lipa
MXF152300159,86.0,164.9,1032225805.0,94887.0,74469479.0,920878032.0,3118229.0,116003972.0,2416141351.0,83.0,57941.0,2635577.0,1.0,Hot track,2023,La Bebe - Remix,La Bebe,Yng Lvcas
USSM12309164,87.0,164.8,428233003.0,57311.0,144298748.0,105148629.0,1762297.0,6732800.0,43993800.0,74.0,102457.0,2490071.0,1.0,Hot track,2024,redrum,american dream,21 Savage
USSM12105970,88.0,163.2,1720918065.0,209635.0,93875458.0,1194846205.0,13561925.0,733101955.0,7860224413.0,325.0,774277.0,7569155.0,0.0,Hot track,2021,Easy On Me,Easy On Me,Adele
QM6MZ2214878,89.0,163.1,1514239759.0,190692.0,77283361.0,1366181141.0,9358441.0,475656543.0,5249863696.0,150.0,145640.0,5133847.0,1.0,Hot track,2022,Tit Me Pregu,Un Verano Sin Ti,Bad Bunny
USQX92302957,90.0,162.0,333202114.0,108322.0,41018697.0,203487345.0,2084532.0,63253779.0,748253884.0,148.0,346411.0,4207535.0,1.0,Well-known,2023,All My Life,All My Life,Lil Durk
USUG12205736,91.0,161.8,1563224246.0,117005.0,97456780.0,203259285.0,3482508.0,376660493.0,3864505972.0,261.0,1034319.0,4703179.0,0.0,Hot track,2022,Anti-Hero,Midnights,Taylor Swift
UYB282201028,92.0,161.7,1692951462.0,209490.0,88591675.0,1132539234.0,8795731.0,196608777.0,2054826154.0,99.0,138254.0,6836893.0,0.0,Hot track,2022,"Quevedo: Bzrp Music Sessions, Vol. 52","Quevedo: Bzrp Music Sessions, Vol. 52",Bizarrap
USA2P2413259,93.0,161.0,255076355.0,11500.0,90584540.0,202206901.0,2596912.0,57656713.0,506476590.0,67.0,4716.0,659825.0,0.0,Hot track,2024,Magnetic,SUPER REAL ME,ILLIT
USSD12300307,94.0,158.2,275349653.0,37806.0,22826643.0,347506860.0,1553295.0,321239621.0,4767676439.0,19.0,23875.0,1245874.0,1.0,Well-known,2023,Lollipop,EVERYBODY GO TO THE DISCOTEK,Darell
USA2P2357356,95.0,155.9,649404552.0,27544.0,47789063.0,433839212.0,2750086.0,414833.0,10603563.0,29.0,16287.0,1380069.0,0.0,Hot track,2023,La Diabla,La Diabla - Single,Xavi
GBAYE2300015,96.0,153.6,851085705.0,129047.0,50996176.0,211810152.0,2461166.0,955272568.0,8781020473.0,162.0,223173.0,2580691.0,1.0,Well-known,2023,Boy's a Liar Pt. 2,Boy's a liar Pt. 2,PinkPantheress
USRC12204591,97.0,153.3,1013350808.0,108036.0,86470319.0,390677417.0,2521214.0,97819766.0,887803828.0,154.0,559589.0,3129609.0,1.0,Hot track,2022,Snooze,SOS,SZA
QMFMF2388143,98.0,153.1,359803580.0,26065.0,79152427.0,369321334.0,1839225.0,74164945.0,874056250.0,40.0,16952.0,1002835.0,1.0,Hot track,2023,BELLAKEO,BELLAKEO,Peso Pluma
USRC12301954,99.0,152.8,509653100.0,66219.0,67521533.0,48045203.0,986278.0,88846508.0,544437406.0,80.0,400206.0,4295361.0,1.0,Hot track,2023,Agora Hills,Scarlet,Doja Cat
GBCEN2300147,100.0,152.5,609699748.0,128498.0,160755092.0,47611547.0,418343.0,96934486.0,1090501901.0,129.0,123242.0,5507353.0904157385,1.0,Hot track,2023,Prada,Prada,cass
GXD7G2413058,101.0,152.3,5157486.0,470.0,2924720.0,1278618.0,27849.0,261000.0,3900000.0,3.0,15265.5,47658.0,0.0,Hot track,2024,Montagem Rave Eterno,Montagem Rave Eterno,Dj Samir
USAR12300323,102.0,152.1,242070373.0,37170.0,74130983.0,22907992.0,261664.0,312997953.0,3832221658.0,106.0,370635.0,2219984.0,0.0,Hot track,2023,Lil Boo Thang,Lil Boo Thang,Paul Russell
QMFME2364182,103.0,150.7,478150858.0,73306.0,51842133.0,113379734.0,1312763.0,182319546.0,2111289492.0,78.0,35330.0,2255465.0,1.0,Hot track,2023,MONACO,nadie sabe lo que va a pasar ma,Bad Bunny
USSM12002399,104.0,150.5,61382407.0,7240.0,1708319.0,9977490.0,201210.0,9239474.0,147837262.0,15.0,10152.0,3819161.0,0.0,Least popular,2020,Laxed,Laxed,Jawsh 685
GBBKS2300080,105.0,150.4,460156070.0,163449.0,127827271.0,8183226.0,98257.0,65920648.0,1032799567.0,53.86448233669205,195140.0,9279625.0,0.0,Hot track,2023,Nanana - Edit,Nanana,Peggy Gou
GBAHT2301078,106.0,148.9,251153869.0,16811.0,92985554.0,66691067.0,961957.0,34572688.0,431390500.0,162.0,180711.0,2047771.0,0.0,Hot track,2024,Training Season,Training Season,Dua Lipa
USSM12402033,107.0,148.1,205206688.0,28064.0,84737651.0,39453253.0,672789.0,40007908.4,479601706.7,99.0,3432.0,900933.0,1.0,Hot track,2024,Type Shit,WE DON'T TRUST YOU,Future
KRA302400093,108.0,147.4,32942304.0,1262.0,26204483.0,57861795.0,1257935.0,13296917.4,138429472.7,37.0,290.0,29736.0,0.0,Hot track,2024,Armageddon,Armageddon - The 1st Album,aespa
USAT21906978,109.0,146.6,1911559785.0,317345.0,87765033.0,441257231.0,4829633.0,561201008.0,4574447121.0,255.0,296948.0,11988760.0,1.0,Hot track,2019,The Box,Please Excuse Me For Being Antisocial,Roddy Ricch
USSM12104539,110.0,145.3,2014959725.0,354831.0,87942438.0,1003346208.0,16856186.0,915814897.0,9558947943.0,360.0,245228.0,12693846.0,1.0,Well-known,2021,INDUSTRY BABY,INDUSTRY BABY,Lil Nas X
DEE862400427,111.0,144.6,168145583.0,27654.0,159737263.0,35008949.0,717214.0,20923355.2,175835943.1,107.0,4448.0,2408838.0,0.0,Hot track,2024,Pedro,Pedro - Single,Jaxomy
US6XF2200436,112.0,144.5,518988585.0,73116.0,58391498.0,107703759.0,768813.0,74258021.0,924204888.0,117.0,673629.0,3108167.0,0.0,Hot track,2023,Fast Car,Gettin' Old,Luke Combs
JPU902305042,113.0,144.0,247399972.0,22222.0,13870528.0,389540239.0,4392933.0,22950364.0,296522040.0,53.0,807.0,1069500.0,0.0,Hot track,2024,Bling-Bang-Bang-Born,Bling-Bang-Bang-Born,Creepy Nuts
SGB502208576,114.0,144.0,5712985.0,2311.0,535908.0,3120073.0,56276.0,2452502310.0,33870791454.0,4.0,22.0,249823.0,0.0,Least popular,2022,Aesthetic,Aesthetic,Tollan Kim
USUM71814888,116.0,143.9,3358704125.0,392082.0,123917182.0,2763188773.0,19410390.0,178829434.0,1597453878.0,351.0,273683.0,1569935.0,0.0,Hot track,2018,Sunflower - Spider-Man: Into the Spider-Verse,Sunflower,Post Malone
GBKPL2205333,115.0,143.9,126914.0,8.0,212.0,2435813922.0,7208467.0,188.0,6415.0,7.481889088848036,658.0,295.0,0.0,Least popular,2022,Hands,Hands,Dian
USRC12400216,117.0,142.8,343090427.0,21104.0,154253718.0,38173339.0,349660.0,141067711.4,1569315034.5,120.0,158378.0,745798.0,0.0,Hot track,2024,Saturn,Saturn - Single,SZA
BXT622400190,118.0,142.4,447406866.9237458,59397.50949646643,23351766.968625717,39323383.0,44223.0,59203352.1,546408696.9,52.57903967983562,52073.7,2505943.2283492247,0.0,Hot track,2024,Chegou a Hora de Ir para Cama,3 Palavrinhas Vol.9,3 Palavrinhas
USUM71700626,119.0,142.2,3006226762.0,335880.0,89243475.0,4495059988.0,42240881.0,453132709.0,5876458723.0,226.0,253782.0,21306706.0,0.0,Hot track,2017,Believer,Believer,Imagine Dragons
USSM12203789,120.0,141.0,787155930.0,183850.0,58397185.0,357772653.0,2590835.0,95662104.0,836550889.0,150.0,463665.0,3534164.0,1.0,Hot track,2022,WAIT FOR U,WAIT FOR U,Future
USSM12305012,121.0,139.5,532605345.0,128534.0,31725858.0,97958347.0,1237197.0,108595670.0,947194801.0,46.0,107637.0,1861958.0,1.0,Hot track,2023,I KNOW ?,UTOPIA,Travis Scott
QMDA72363047,122.0,139.0,292789738.0,28591.0,30905957.0,406307035.0,809942.0,68341852.0,872862858.0,11.0,1754.0,1195337.0,1.0,Hot track,2023,ANDO,ANDO,Jere Klein
USAT22203024,123.0,138.6,818858244.0,223609.0,49586777.0,231229581.0,2756840.0,624748318.0,6890780336.0,148.0,666615.0,4244972.0,1.0,Hot track,2022,First Class,First Class,Jack Harlow
USSM12305010,124.0,137.8,659010786.0,129923.0,93969186.0,125203447.0,1990342.0,13787343.0,107398826.0,87.0,37314.0,1839283.0,1.0,Hot track,2023,FE!N,UTOPIA,Travis Scott
USUG12301493,125.0,137.7,3913988.0,545.0,1054122.0,1577017938.0,9304666.0,48364389.4,700775574.7,7.863722089323088,25.0,749762.795136476,1.0,Least popular,2023,Save Your Tears - Live,After Hours,The Weeknd
